,avg,cik,tot,year
938,0.20277636045998765,74303,13,2010
939,0.20223584120308719,74303,10,2011
940,0.19539462278659958,74303,16,2012
941,0.18228922081726673,74303,10,2013
942,0.17113736834979573,74303,12,2014
943,0.21107151063304486,74303,20,2015
944,0.17335829032583921,1141103,8,2003
945,0.15273553018053262,1141103,16,2004
946,0.16484941587183766,1141103,19,2005
947,0.14360544272937545,1141103,21,2006
948,0.1244194463392933,1141103,19,2007
949,0.1090076601893976,1141103,16,2008
950,0.14995495459508815,1141103,14,2009
951,0.11648672108281076,1141103,16,2010
952,0.2231122573369272,1141103,16,2011
953,0.1381855876519161,1141103,14,2012
954,0.30551521395858805,1141103,18,2013
955,0.1416610499664099,1141103,16,2014
956,0.06801697524094157,1141103,16,2015
957,0.1581095503230603,77877,17,2003
958,0.13226169797367654,77877,21,2004
959,0.13207847052144298,77877,34,2005
960,0.18373201797273106,77877,30,2006
961,0.22922597987914475,77877,31,2007
962,0.22623409140635953,77877,17,2008
963,0.22326358524119883,77877,9,2009
964,0.2376783482980006,77877,12,2010
965,0.5005092328042945,77877,10,2011
966,0.22843713209951394,77877,8,2012
967,0.32287183378292494,77877,5,2013
968,0.2463247495165715,77877,8,2014
969,0.2462926796146167,77877,6,2015
970,0.0711863759364082,714560,3,1995
971,0.3039208003384369,714560,3,1997
972,0.35246437190003016,714560,6,2002
973,0.14629377776842337,714560,4,2005
974,0.23092830840018302,714560,29,2006
975,0.1676934139733583,714560,27,2007
976,0.14208597200306441,714560,20,2008
977,0.12601866657718283,714560,22,2009
978,0.10816465210343999,714560,17,2010
979,0.15487509685036757,714560,23,2011
980,0.11886216066925573,714560,21,2012
981,0.14654775986657817,714560,25,2013
982,0.06595288140318488,714560,4,2014
983,0.21423254345136078,921500,8,1996
984,0.21371722757719597,921500,21,1997
985,0.11489047052053024,921500,32,1998
986,0.13348310938659785,921500,26,1999
987,0.15825332875578335,921500,9,2000
988,0.12654779024403304,921500,8,2001
989,0.13151471554080854,921500,9,2002
990,0.13124729036800556,921500,11,2003
991,0.17969455453862615,921500,10,2004
992,0.14009688913965535,921500,14,2005
993,0.13862210763929178,921500,12,2006
